date,gold,silver
1993-11-08,377.9,4.5175
1993-11-09,376.35,4.5425
1993-11-10,375.5,4.5325
1993-11-11,377.15,4.5675
1993-11-12,376.75,4.58
1993-11-15,373.9,4.5175
1993-11-16,375.25,4.5775
1993-11-17,373.7,4.55
1993-11-18,374.25,4.6115
1993-11-19,375.75,4.6925
1993-11-22,378.15,4.7325
1993-11-23,378.05,4.6825
1993-11-24,376.1,4.645
1993-11-25,377.1,4.642
1993-11-26,376.3,4.6715
1993-11-29,376.7,4.632
1993-11-30,370.8,4.467
1993-12-01,370.1,4.4285
1993-12-02,374.5,4.66
1993-12-03,372.75,4.6075
1993-12-06,376.15,4.84
1993-12-07,374.35,4.835
1993-12-08,377.15,4.96
1993-12-09,382.5,4.9775
1993-12-10,382.3,4.987
1993-12-13,387.55,5.1
1993-12-14,387.6,5.1375
1993-12-15,385.9,5.095
1993-12-16,386.5,5.095
1993-12-17,385.8,5.0175
1993-12-20,389.75,5.1225
1993-12-21,388.65,5.1075
1993-12-22,386.4,4.9975
1993-12-23,385.75,5.035
1993-12-29,385.65,5.09
1993-12-30,391.5,5.1075
1994-01-04,395.0,5.2765
1994-01-05,394.0,5.2325
1994-01-06,390.6,5.02
1994-01-07,390.7,5.11
1994-01-10,382.2,4.9115
1994-01-11,384.35,5.0425
1994-01-12,386.8,5.105
1994-01-13,384.75,5.056
1994-01-14,389.5,5.2075
1994-01-17,392.6,5.3435
1994-01-18,392.5,5.3275
1994-01-19,392.7,5.3225
1994-01-20,392.4,5.32
1994-01-21,387.85,5.185
1994-01-24,381.5,5.04
1994-01-25,382.9,5.1325
1994-01-26,381.0,5.075
1994-01-27,384.5,5.115
1994-01-28,378.15,4.974
1994-01-31,378.2,5.0575
1994-02-01,382.1,5.12
1994-02-02,384.95,5.28
1994-02-03,384.0,5.2825
1994-02-04,387.65,5.455
1994-02-07,383.95,5.3075
1994-02-08,380.45,5.225
1994-02-09,380.25,5.245
1994-02-10,382.2,5.295
1994-02-11,381.1,5.2125
1994-02-14,381.9,5.26
1994-02-15,384.5,5.325
1994-02-16,383.6,5.25
1994-02-17,384.75,5.2975
1994-02-18,382.05,5.23
1994-02-21,379.75,5.18
1994-02-22,378.1,5.16
1994-02-23,377.5,5.1825
1994-02-24,376.0,5.2125
1994-02-25,377.6,5.1825
1994-02-28,380.75,5.243
1994-03-01,381.1,5.3275
1994-03-02,376.45,5.235
1994-03-03,377.7,5.2625
1994-03-04,375.65,5.186
1994-03-07,377.0,5.2325
1994-03-08,375.45,5.18
1994-03-09,376.25,5.215
1994-03-10,379.05,5.2975
1994-03-11,387.1,5.445
1994-03-14,386.3,5.3675
1994-03-15,386.25,5.45
1994-03-16,385.3,5.4225
1994-03-17,383.0,5.36
1994-03-18,385.9,5.435
1994-03-21,386.8,5.4075
1994-03-22,386.95,5.448
1994-03-23,388.4,5.59
1994-03-24,390.3,5.7475
1994-03-25,391.8,5.73
1994-03-28,390.9,5.7
1994-03-29,387.9,5.62
1994-03-30,386.75,5.61
1994-03-31,389.7,5.735
1994-04-05,387.4,5.645
1994-04-06,385.1,5.525
1994-04-07,384.95,5.4975
1994-04-08,384.85,5.4635
1994-04-11,384.9,5.455
1994-04-12,378.4,5.282
1994-04-13,379.2,5.336
1994-04-14,378.55,5.34
1994-04-15,376.2,5.295
1994-04-18,377.35,5.246
1994-04-19,375.95,5.2375
1994-04-20,372.4,5.2435
1994-04-21,373.75,5.265
1994-04-22,372.85,5.2
1994-04-25,370.25,5.094
1994-04-26,374.15,5.121
1994-04-27,374.35,5.165
1994-04-28,373.2,5.165
1994-04-29,376.45,5.28
1994-05-03,375.7,5.2875
1994-05-04,374.5,5.2125
1994-05-05,374.5,5.1175
1994-05-06,372.8,5.0675
1994-05-09,381.4,5.395
1994-05-10,381.65,5.3915
1994-05-11,378.5,5.265
1994-05-12,382.15,5.4025
1994-05-13,381.45,5.4225
1994-05-16,380.65,5.3925
1994-05-17,382.55,5.53
1994-05-18,379.65,5.4435
1994-05-19,383.0,5.57
1994-05-20,381.55,5.5325
1994-05-23,386.75,5.715
1994-05-24,388.1,5.73
1994-05-25,386.4,5.5675
1994-05-26,385.9,5.5115
1994-05-27,383.4,5.45
1994-05-31,386.25,5.495
1994-06-01,387.25,5.5425
1994-06-02,383.6,5.3475
1994-06-03,382.75,5.3375
1994-06-06,380.25,5.2725
1994-06-07,380.5,5.28
1994-06-08,381.9,5.329
1994-06-09,382.2,5.355
1994-06-10,383.3,5.387
1994-06-13,382.5,5.325
1994-06-14,383.5,5.4175
1994-06-15,383.5,5.355
1994-06-16,387.1,5.53
1994-06-17,385.75,5.47
1994-06-20,391.0,5.605
1994-06-21,389.95,5.4825
1994-06-22,393.1,5.544
1994-06-23,389.5,5.365
1994-06-24,390.7,5.4065
1994-06-27,390.25,5.39
1994-06-28,385.9,5.265
1994-06-29,385.8,5.27
1994-06-30,385.4,5.251
1994-07-01,386.8,5.355
1994-07-04,387.3,5.386
1994-07-05,387.8,5.4075
1994-07-06,385.75,5.3175
1994-07-07,383.9,5.24
1994-07-08,383.4,5.2375
1994-07-11,384.4,5.2475
1994-07-12,385.75,5.315
1994-07-13,384.85,5.215
1994-07-14,384.0,5.1625
1994-07-15,384.85,5.2225
1994-07-18,386.4,5.255
1994-07-19,384.25,5.2115
1994-07-20,386.4,5.3215
1994-07-21,385.4,5.26
1994-07-22,384.1,5.2525
1994-07-25,384.85,5.26
1994-07-26,385.85,5.32
1994-07-27,387.0,5.3225
1994-07-28,387.35,5.3325
1994-07-29,384.05,5.2925
1994-08-01,384.0,5.33
1994-08-02,383.75,5.285
1994-08-03,378.6,5.2125
1994-08-04,377.5,5.155
1994-08-05,378.6,5.175
1994-08-08,377.7,5.113
1994-08-09,377.4,5.1125
1994-08-10,378.3,5.159
1994-08-11,376.7,5.115
1994-08-12,377.7,5.1925
1994-08-15,376.45,5.05
1994-08-16,376.6,5.0725
1994-08-17,377.8,5.1275
1994-08-18,377.85,5.1075
1994-08-19,381.05,5.1725
1994-08-22,381.6,5.2265
1994-08-23,381.25,5.213
1994-08-24,382.6,5.2135
1994-08-25,383.4,5.2525
1994-08-26,383.3,5.255
1994-08-30,386.15,5.382
1994-08-31,386.25,5.3575
1994-09-01,386.0,5.4015
1994-09-02,387.1,5.4375
1994-09-05,386.9,5.4075
1994-09-06,387.8,5.438
1994-09-07,388.4,5.51
1994-09-08,391.0,5.51
1994-09-09,389.5,5.45
1994-09-12,391.5,5.51
1994-09-13,390.45,5.456
1994-09-14,390.4,5.4625
1994-09-15,387.8,5.395
1994-09-16,388.25,5.385
1994-09-19,390.15,5.43
1994-09-20,392.25,5.48
1994-09-21,394.8,5.6715
1994-09-22,393.95,5.6025
1994-09-23,396.5,5.71
1994-09-26,395.4,5.6565
1994-09-27,394.15,5.665
1994-09-28,397.5,5.7
1994-09-29,394.5,5.6225
1994-09-30,395.35,5.62
1994-10-03,393.45,5.525
1994-10-04,394.1,5.605
1994-10-05,392.15,5.5965
1994-10-06,391.9,5.596
1994-10-07,392.85,5.655
1994-10-10,391.95,5.6135
1994-10-11,389.45,5.5575
1994-10-12,388.2,5.5075
1994-10-13,388.85,5.5075
1994-10-14,387.1,5.37
1994-10-17,388.95,5.3925
1994-10-18,390.0,5.4135
1994-10-19,389.0,5.355
1994-10-20,390.55,5.41
1994-10-21,391.65,5.4
1994-10-24,389.2,5.315
1994-10-25,389.6,5.33
1994-10-26,388.8,5.3075
1994-10-27,389.9,5.3875
1994-10-28,388.4,5.3675
1994-10-31,387.4,5.345
1994-11-01,383.45,5.2225
1994-11-02,383.85,5.2775
1994-11-03,383.9,5.32
1994-11-04,383.9,5.265
1994-11-07,383.2,5.2275
1994-11-08,383.1,5.2065
1994-11-09,384.35,5.2
1994-11-10,384.3,5.135
1994-11-11,385.25,5.1775
1994-11-14,384.9,5.1575
1994-11-15,386.45,5.2135
1994-11-16,385.5,5.19
1994-11-17,386.4,5.235
1994-11-18,385.25,5.2275
1994-11-21,383.6,5.149
1994-11-22,383.7,5.15
1994-11-23,384.5,5.17
1994-11-24,384.4,5.15
1994-11-25,384.55,5.1725
1994-11-28,384.7,5.1715
1994-11-29,383.7,5.14
1994-11-30,383.35,5.075
1994-12-01,381.2,4.9175
1994-12-02,378.95,4.932
1994-12-05,377.3,4.74
1994-12-06,376.55,4.6475
1994-12-07,377.0,4.6875
1994-12-08,376.45,4.64
1994-12-09,376.1,4.67
1994-12-12,376.85,4.7275
1994-12-13,378.7,4.8125
1994-12-14,378.35,4.765
1994-12-15,380.1,4.765
1994-12-16,379.7,4.8225
1994-12-19,379.0,4.77
1994-12-20,380.6,4.8135
1994-12-21,382.5,4.83
1994-12-22,381.5,4.7875
1994-12-28,381.8,4.81
1994-12-29,383.15,4.9025
1995-01-03,381.4,4.8415
1995-01-04,378.25,4.715
1995-01-05,375.0,4.6225
1995-01-06,375.9,4.7025
1995-01-09,372.45,4.645
1995-01-10,374.1,4.6825
1995-01-11,375.0,4.6775
1995-01-12,377.6,4.7375
1995-01-13,379.8,4.84
1995-01-16,377.45,4.7685
1995-01-17,377.9,4.8
1995-01-18,382.0,4.9
1995-01-19,383.1,4.9225
1995-01-20,383.0,4.845
1995-01-23,385.1,4.915
1995-01-24,381.5,4.815
1995-01-25,381.7,4.8125
1995-01-26,380.5,4.78
1995-01-27,380.0,4.764
1995-01-30,375.9,4.675
1995-01-31,375.85,4.6975
1995-02-01,376.25,4.6775
1995-02-02,375.25,4.675
1995-02-03,376.35,4.735
1995-02-06,375.25,4.695
1995-02-07,375.2,4.7
1995-02-08,374.8,4.667
1995-02-09,375.85,4.73
1995-02-10,376.4,4.7605
1995-02-13,375.6,4.7365
1995-02-14,376.0,4.7445
1995-02-15,376.9,4.7625
1995-02-16,376.1,4.735
1995-02-17,376.55,4.7275
1995-02-20,379.3,4.7825
1995-02-21,379.0,4.7775
1995-02-22,379.0,4.755
1995-02-23,379.0,4.8235
1995-02-24,379.6,4.81
1995-02-27,376.8,4.65
1995-02-28,375.7,4.49
1995-03-01,376.3,4.4725
1995-03-02,374.45,4.416
1995-03-03,376.35,4.4335
1995-03-06,376.6,4.419
1995-03-07,379.0,4.534
1995-03-08,383.1,4.676
1995-03-09,381.0,4.631
1995-03-10,383.5,4.6075
1995-03-13,382.75,4.6225
1995-03-14,385.2,4.7175
1995-03-15,386.6,4.73
1995-03-16,385.15,4.7
1995-03-17,382.75,4.6725
1995-03-20,382.45,4.68
1995-03-21,382.6,4.6875
1995-03-22,381.4,4.5825
1995-03-23,383.1,4.6925
1995-03-24,383.25,4.696
1995-03-27,382.3,4.63
1995-03-28,382.35,4.656
1995-03-29,383.0,4.731
1995-03-30,382.1,4.7625
1995-03-31,386.55,5.16
1995-04-03,392.25,5.3015
1995-04-04,391.95,5.21
1995-04-05,392.5,5.3625
1995-04-06,393.75,5.365
1995-04-07,392.0,5.407
1995-04-10,390.9,5.33
1995-04-11,389.1,5.21
1995-04-12,389.8,5.337
1995-04-13,389.9,5.25
1995-04-18,394.1,5.655
1995-04-19,396.95,5.915
1995-04-20,393.35,5.65
1995-04-21,390.35,5.6425
1995-04-24,391.05,5.7025
1995-04-25,390.2,5.6275
1995-04-26,389.85,5.685
1995-04-27,386.6,5.575
1995-04-28,389.5,5.8285
1995-05-01,386.5,5.6975
1995-05-02,388.35,5.8675
1995-05-03,388.8,5.8825
1995-05-04,390.3,5.975
1995-05-05,391.35,6.0375
1995-05-09,389.9,5.92
1995-05-10,383.4,5.475
1995-05-11,383.1,5.425
1995-05-12,384.1,5.39
1995-05-15,383.9,5.3275
1995-05-16,384.1,5.397
1995-05-17,383.4,5.3825
1995-05-18,383.05,5.361
1995-05-19,382.6,5.445
1995-05-22,382.35,5.3675
1995-05-23,381.85,5.275
1995-05-24,382.9,5.3975
1995-05-25,383.75,5.486
1995-05-26,385.8,5.4875
1995-05-30,386.1,5.46
1995-05-31,384.25,5.295
1995-06-01,383.2,5.2625
1995-06-02,384.6,5.3525
1995-06-05,383.4,5.23
1995-06-06,384.2,5.3425
1995-06-07,384.65,5.335
1995-06-08,385.95,5.3725
1995-06-09,386.4,5.345
1995-06-12,387.6,5.4315
1995-06-13,387.5,5.3875
1995-06-14,386.8,5.365
1995-06-15,388.0,5.33
1995-06-16,391.3,5.455
1995-06-19,390.5,5.4325
1995-06-20,390.6,5.5075
1995-06-21,390.7,5.49
1995-06-22,389.8,5.4275
1995-06-23,389.4,5.353
1995-06-26,389.3,5.33
1995-06-27,389.35,5.335
1995-06-28,389.3,5.328
1995-06-29,387.45,5.2615
1995-06-30,387.6,5.3275
1995-07-03,384.35,5.0835
1995-07-04,384.65,5.07
1995-07-05,384.6,5.071
1995-07-06,384.45,5.0725
1995-07-07,384.8,5.1175
1995-07-10,385.75,5.1675
1995-07-11,384.95,5.1225
1995-07-12,385.85,5.1575
1995-07-13,389.3,5.265
1995-07-14,388.2,5.1875
1995-07-17,388.2,5.226
1995-07-18,389.3,5.355
1995-07-19,389.25,5.3375
1995-07-20,387.85,5.156
1995-07-21,385.85,5.1625
1995-07-24,386.45,5.2225
1995-07-25,386.65,5.1735
1995-07-26,385.8,5.152
1995-07-27,386.1,5.1825
1995-07-28,383.2,5.08
1995-07-31,383.35,5.098
1995-08-01,381.75,5.03
1995-08-02,382.65,5.15
1995-08-03,382.75,5.14
1995-08-04,384.35,5.2025
1995-08-07,383.75,5.165
1995-08-08,384.35,5.225
1995-08-09,384.5,5.291
1995-08-10,384.05,5.255
1995-08-11,383.9,5.3125
1995-08-14,383.5,5.2275
1995-08-15,384.5,5.3825
1995-08-16,384.1,5.36
1995-08-17,383.0,5.496
1995-08-18,384.85,5.66
1995-08-21,385.55,5.7985
1995-08-22,383.55,5.705
1995-08-23,383.45,5.56
1995-08-24,383.1,5.675
1995-08-25,382.6,5.58
1995-08-29,383.25,5.585
1995-08-30,381.9,5.455
1995-08-31,381.65,5.3225
1995-09-01,381.8,5.345
1995-09-04,379.85,5.3075
1995-09-05,379.4,5.285
1995-09-06,379.0,5.2125
1995-09-07,380.55,5.3825
1995-09-08,383.05,5.4965
1995-09-11,381.9,5.3975
1995-09-12,382.9,5.5225
1995-09-13,385.4,5.5425
1995-09-14,384.7,5.4475
1995-09-15,385.25,5.49
1995-09-18,384.95,5.485
1995-09-19,385.65,5.5615
1995-09-20,385.0,5.4785
1995-09-21,382.95,5.3625
1995-09-22,383.25,5.4615
1995-09-25,382.2,5.405
1995-09-26,383.25,5.4875
1995-09-27,383.2,5.455
1995-09-28,383.55,5.481
1995-09-29,383.75,5.5275
1995-10-02,383.1,5.425
1995-10-03,382.25,5.34
1995-10-04,382.6,5.335
1995-10-05,383.35,5.35
1995-10-06,382.5,5.3225
1995-10-09,384.65,5.4425
1995-10-10,384.7,5.435
1995-10-11,384.7,5.4175
1995-10-12,384.6,5.4225
1995-10-13,384.0,5.3825
1995-10-16,384.0,5.3835
1995-10-17,383.8,5.35
1995-10-18,383.75,5.353
1995-10-19,383.4,5.3485
1995-10-20,381.85,5.3275
1995-10-23,382.55,5.37
1995-10-24,382.55,5.3525
1995-10-25,382.4,5.345
1995-10-26,382.7,5.4385
1995-10-27,382.55,5.4
1995-10-30,382.05,5.33
1995-10-31,382.4,5.36
1995-11-01,382.5,5.3325
1995-11-02,382.2,5.31
1995-11-03,382.8,5.3575
1995-11-06,382.5,5.288
1995-11-07,382.3,5.2825
1995-11-08,384.7,5.38
1995-11-09,384.4,5.3575
1995-11-10,386.65,5.429
1995-11-13,389.6,5.4225
1995-11-14,386.1,5.3225
1995-11-15,385.6,5.3375
1995-11-16,384.65,5.3275
1995-11-17,386.6,5.36
1995-11-20,386.55,5.3525
1995-11-21,386.8,5.375
1995-11-22,385.3,5.3025
1995-11-23,382.55,5.2075
1995-11-24,383.5,5.236
1995-11-27,385.2,5.275
1995-11-28,387.3,5.275
1995-11-29,388.95,5.221
1995-11-30,387.85,5.18
1995-12-01,387.15,5.2175
1995-12-04,386.25,5.185
1995-12-05,386.3,5.22
1995-12-06,387.6,5.256
1995-12-07,388.4,5.245
1995-12-08,389.35,5.2475
1995-12-11,389.7,5.2525
1995-12-12,388.45,5.2275
1995-12-13,388.1,5.1575
1995-12-14,385.7,5.105
1995-12-15,385.85,5.1425
1995-12-18,387.0,5.15
1995-12-19,388.0,5.175
1995-12-20,387.1,5.1225
1995-12-21,388.4,5.1575
1995-12-27,387.35,5.1575
1995-12-28,386.85,5.1325
1996-01-02,387.1,5.165
1996-01-03,390.5,5.35
1996-01-04,393.6,5.3475
1996-01-05,396.4,5.5
1996-01-08,396.0,5.53
1996-01-09,395.65,5.509
1996-01-10,396.75,5.5375
1996-01-11,399.4,5.5565
1996-01-12,396.35,5.4625
1996-01-15,395.0,5.4
1996-01-16,397.8,5.4575
1996-01-17,398.9,5.4925
1996-01-18,397.5,5.465
1996-01-19,396.8,5.4125
1996-01-22,401.8,5.504
1996-01-23,402.65,5.59
1996-01-24,403.0,5.54
1996-01-25,403.35,5.5175
1996-01-26,407.4,5.616
1996-01-29,405.45,5.5075
1996-01-30,406.7,5.575
1996-01-31,403.2,5.52
1996-02-01,406.6,5.595
1996-02-02,416.25,5.8275
1996-02-05,415.25,5.7975
1996-02-06,412.2,5.7525
1996-02-07,414.75,5.8225
1996-02-08,406.95,5.655
1996-02-09,408.3,5.725
1996-02-12,405.25,5.6375
1996-02-13,403.0,5.7075
1996-02-14,403.9,5.69
1996-02-15,404.55,5.748
1996-02-16,403.05,5.679
1996-02-19,405.9,5.705
1996-02-20,405.4,5.69
1996-02-21,398.5,5.55
1996-02-22,399.35,5.5925
1996-02-23,397.75,5.514
1996-02-26,399.55,5.4925
1996-02-27,398.75,5.485
1996-02-28,397.7,5.4625
1996-02-29,400.35,5.5225
1996-03-01,400.3,5.525
1996-03-04,398.65,5.4925
1996-03-05,392.9,5.35
1996-03-06,393.6,5.36
1996-03-07,394.2,5.3725
1996-03-08,394.85,5.43
1996-03-11,396.6,5.4875
1996-03-12,396.0,5.4975
1996-03-13,397.4,5.575
1996-03-14,396.1,5.586
1996-03-15,395.6,5.57
1996-03-18,395.45,5.55
1996-03-19,395.05,5.5475
1996-03-20,394.7,5.5025
1996-03-21,395.3,5.565
1996-03-22,397.3,5.6025
1996-03-25,398.0,5.63
1996-03-26,399.45,5.64
1996-03-27,400.0,5.6875
1996-03-28,398.6,5.639
1996-03-29,396.7,5.5175
1996-04-01,395.0,5.5175
1996-04-02,394.35,5.5275
1996-04-03,393.8,5.51
1996-04-04,394.3,5.525
1996-04-09,397.6,5.545
1996-04-10,394.55,5.4625
1996-04-11,395.15,5.532
1996-04-12,395.2,5.537
1996-04-15,393.75,5.4975
1996-04-16,393.5,5.47
1996-04-17,391.4,5.3115
1996-04-18,391.3,5.3335
1996-04-19,389.9,5.254
1996-04-22,390.7,5.285
1996-04-23,391.45,5.3275
1996-04-24,391.1,5.3175
1996-04-25,390.35,5.32
1996-04-26,393.1,5.3695
1996-04-29,390.75,5.29
1996-04-30,390.15,5.2775
1996-05-01,391.0,5.325
1996-05-02,392.8,5.385
1996-05-03,394.0,5.41
1996-05-07,393.75,5.4575
1996-05-08,393.65,5.4825
1996-05-09,393.2,5.4325
1996-05-10,392.8,5.42
1996-05-13,391.25,5.375
1996-05-14,391.25,5.3625
1996-05-15,391.85,5.4
1996-05-16,392.0,5.375
1996-05-17,392.5,5.3635
1996-05-20,391.65,5.29
1996-05-21,391.2,5.285
1996-05-22,391.0,5.2925
1996-05-23,391.35,5.336
1996-05-24,390.65,5.311
1996-05-28,392.15,5.34
1996-05-29,391.65,5.3675
1996-05-30,391.55,5.3375
1996-05-31,390.55,5.335
1996-06-03,390.8,5.3835
1996-06-04,390.35,5.3615
1996-06-05,387.95,5.205
1996-06-06,385.7,5.155
1996-06-07,385.85,5.2
1996-06-10,385.55,5.2
1996-06-11,385.4,5.17
1996-06-12,384.5,5.1225
1996-06-13,384.8,5.1125
1996-06-14,383.2,4.9775
1996-06-17,384.55,5.166
1996-06-18,384.9,5.18
1996-06-19,386.0,5.211
1996-06-20,384.3,5.1115
1996-06-21,384.2,5.1085
1996-06-24,383.7,5.106
1996-06-25,384.85,5.1775
1996-06-26,384.0,5.1475
1996-06-27,383.0,5.105
1996-06-28,381.3,5.026
1996-07-01,380.6,5.0475
1996-07-02,381.75,5.0675
1996-07-03,382.5,5.1375
1996-07-04,380.9,5.075
1996-07-05,381.0,5.074
1996-07-08,382.3,5.12
1996-07-09,381.0,5.075
1996-07-10,383.4,5.12
1996-07-11,382.5,5.0975
1996-07-12,384.0,5.1335
1996-07-15,383.55,5.135
1996-07-16,384.65,5.1515
1996-07-17,383.65,4.995
1996-07-18,383.85,5.0
1996-07-19,384.35,5.015
1996-07-22,384.5,4.9725
1996-07-23,385.2,5.03
1996-07-24,384.4,4.9825
1996-07-25,385.05,4.9865
1996-07-26,384.9,4.9875
1996-07-29,385.05,5.0875
1996-07-30,384.9,5.0685
1996-07-31,385.5,5.1125
1996-08-01,386.65,5.15
1996-08-02,387.15,5.125
1996-08-05,387.95,5.1025
1996-08-06,388.85,5.07
1996-08-07,388.25,5.05
1996-08-08,387.75,5.04
1996-08-09,388.4,5.12
1996-08-12,387.2,5.045
1996-08-13,387.7,5.0755
1996-08-14,387.15,5.0875
1996-08-15,386.3,5.041
1996-08-16,386.2,5.0825
1996-08-19,386.25,5.0825
1996-08-20,387.1,5.2025
1996-08-21,387.45,5.2075
1996-08-22,386.9,5.1875
1996-08-23,387.5,5.2125
1996-08-27,389.0,5.255
1996-08-28,388.65,5.2115
1996-08-29,388.05,5.18
1996-08-30,387.25,5.195
1996-09-02,386.9,5.1825
1996-09-03,387.2,5.1975
1996-09-04,385.95,5.1525
1996-09-05,386.0,5.1975
1996-09-06,385.6,5.14
1996-09-09,385.0,5.1175
1996-09-10,382.45,5.085
1996-09-11,383.15,5.09
1996-09-12,382.2,5.0825
1996-09-13,382.5,5.046
1996-09-16,382.65,5.045
1996-09-17,383.3,5.0615
1996-09-18,382.9,5.046
1996-09-19,383.1,5.058
1996-09-20,382.5,4.945
1996-09-23,381.2,4.875
1996-09-24,381.6,4.91
1996-09-25,383.25,4.935
1996-09-26,382.05,4.8725
1996-09-27,380.3,4.8475
1996-09-30,379.3,4.881
1996-10-01,377.05,4.8475
1996-10-02,379.2,4.9125
1996-10-03,379.5,4.9125
1996-10-04,380.2,4.8985
1996-10-07,379.6,4.86
1996-10-08,381.0,4.8925
1996-10-09,380.9,4.88
1996-10-10,381.6,4.975
1996-10-11,381.85,5.0325
1996-10-14,381.05,5.04
1996-10-15,381.0,5.02
1996-10-16,380.8,5.0175
1996-10-17,380.55,4.975
1996-10-18,379.6,4.8875
1996-10-21,380.0,4.8975
1996-10-22,382.4,4.9525
1996-10-23,383.95,4.9825
1996-10-24,383.7,4.984
1996-10-25,382.2,4.9025
1996-10-28,382.8,4.9185
1996-10-29,382.35,4.895
1996-10-30,380.3,4.826
1996-10-31,379.3,4.825
1996-11-01,377.2,4.801
1996-11-04,378.65,4.814
1996-11-05,379.25,4.832
1996-11-06,377.9,4.79
1996-11-07,377.9,4.7425
1996-11-08,378.35,4.8275
1996-11-11,379.75,4.835
1996-11-12,381.6,4.905
1996-11-13,382.5,4.9
1996-11-14,382.65,4.8925
1996-11-15,379.85,4.845
1996-11-18,379.7,4.9075
1996-11-19,378.3,4.874
1996-11-20,378.6,4.899
1996-11-21,378.5,4.93
1996-11-22,376.9,4.86
1996-11-25,375.1,4.835
1996-11-26,374.5,4.761
1996-11-27,373.95,4.74
1996-11-28,372.2,4.7275
1996-11-29,371.9,4.7425
1996-12-02,370.5,4.733
1996-12-03,369.0,4.71
1996-12-04,370.4,4.825
1996-12-05,368.3,4.754
1996-12-06,373.0,4.8875
1996-12-09,368.5,4.765
1996-12-10,368.8,4.8135
1996-12-11,369.6,4.865
1996-12-12,368.6,4.83
1996-12-13,369.05,4.8325
1996-12-16,368.6,4.81
1996-12-17,368.3,4.805
1996-12-18,369.0,4.85
1996-12-19,369.6,4.8635
1996-12-20,369.2,4.875
1996-12-23,368.7,4.825
1996-12-27,369.55,4.8835
1996-12-30,369.6,4.88
1997-01-02,367.8,4.77
1997-01-03,364.3,4.703
1997-01-06,359.25,4.665
1997-01-07,357.65,4.6825
1997-01-08,355.8,4.655
1997-01-09,354.5,4.6625
1997-01-10,358.55,4.75
1997-01-13,359.6,4.76
1997-01-14,357.3,4.6925
1997-01-15,352.45,4.654
1997-01-16,354.0,4.6775
1997-01-17,354.1,4.749
1997-01-20,354.2,4.745
1997-01-21,353.4,4.73
1997-01-22,350.1,4.6975
1997-01-23,349.8,4.73
1997-01-24,352.95,4.9725
1997-01-27,353.1,4.941
1997-01-28,357.25,5.03
1997-01-29,350.15,4.9175
1997-01-30,349.3,4.8775
1997-01-31,345.0,4.9575
1997-02-03,343.75,4.879
1997-02-04,346.3,4.905
1997-02-05,343.15,4.855
1997-02-06,343.4,4.875
1997-02-07,340.9,4.8
1997-02-10,341.0,4.9175
1997-02-11,338.85,4.935
1997-02-12,336.9,4.82
1997-02-13,343.0,5.1225
1997-02-14,342.5,5.1425
1997-02-17,343.6,5.2175
1997-02-18,346.0,5.2315
1997-02-19,346.1,5.2025
1997-02-20,344.85,5.165
1997-02-21,350.75,5.24
1997-02-24,352.45,5.215
1997-02-25,353.45,5.1865
1997-02-26,353.85,5.229
1997-02-27,356.6,5.2525
1997-02-28,360.6,5.2525
1997-03-03,361.8,5.3075
1997-03-04,361.75,5.2825
1997-03-05,355.75,5.214
1997-03-06,352.15,5.185
1997-03-07,351.7,5.175
1997-03-10,349.9,5.1375
1997-03-11,352.6,5.25
1997-03-12,353.15,5.2275
1997-03-13,351.45,5.23
1997-03-14,353.0,5.2725
1997-03-17,352.05,5.255
1997-03-18,347.4,5.21
1997-03-19,348.95,5.169
1997-03-20,352.7,5.24
1997-03-21,351.7,5.186
1997-03-24,350.65,5.1285
1997-03-25,350.9,5.1675
1997-03-26,346.8,5.0925
1997-03-27,349.5,5.13
1997-04-01,349.85,5.035
1997-04-02,350.7,4.976
1997-04-03,349.1,4.8615
1997-04-04,347.35,4.7425
1997-04-07,347.85,4.7625
1997-04-08,349.1,4.8325
1997-04-09,348.0,4.77
1997-04-10,348.05,4.7725
1997-04-11,348.65,4.7925
1997-04-14,346.65,4.725
1997-04-15,345.6,4.72
1997-04-16,341.45,4.7275
1997-04-17,341.2,4.835
1997-04-18,342.0,4.725
1997-04-21,342.15,4.75
1997-04-22,342.0,4.7625
1997-04-23,340.7,4.7225
1997-04-24,341.15,4.7125
1997-04-25,341.35,4.7425
1997-04-28,341.25,4.724
1997-04-29,338.95,4.6425
1997-04-30,340.45,4.6625
1997-05-01,339.55,4.675
1997-05-02,339.8,4.735
1997-05-06,342.8,4.752
1997-05-07,340.65,4.721
1997-05-08,342.4,4.7525
1997-05-09,344.8,4.8325
1997-05-12,348.2,4.86
1997-05-13,347.3,4.825
1997-05-14,349.0,4.8735
1997-05-15,348.1,4.835
1997-05-16,347.0,4.8375
1997-05-19,343.35,4.68
1997-05-20,342.5,4.7175
1997-05-21,342.25,4.672
1997-05-22,342.95,4.675
1997-05-23,341.65,4.6575
1997-05-27,343.55,4.7475
1997-05-28,344.7,4.76
1997-05-29,345.7,4.7225
1997-05-30,345.75,4.857
1997-06-02,344.0,4.7325
1997-06-03,343.8,4.745
1997-06-04,342.4,4.725
1997-06-05,340.7,4.7325
1997-06-06,343.8,4.9
1997-06-09,343.85,4.8135
1997-06-10,344.0,4.759
1997-06-11,343.7,4.77
1997-06-12,341.8,4.745
1997-06-13,341.2,4.71
1997-06-16,340.95,4.705
1997-06-17,341.4,4.72
1997-06-18,342.05,4.7975
1997-06-19,340.15,4.725
